id	text	title
522	Create temporary file directory , safely , print name . TEMPLATE must contain least 3 consecutive ' X 's last component . TEMPLATE specified , use tmp.XXXXXXXXXX , -- tmpdir implied . Files created u+rw , directories u+rwx , minus umask restrictions . -d , -- directory create directory , file -u , -- dry-run create anything ; merely print	mktemp
523	-- list given , non-option arguments , existing branches listed ; current branch highlighted green marked asterisk . branches checked linked worktrees highlighted cyan marked plus sign . Option -r causes remote-tracking branches listed , option -a shows local remote branches . & lt ; pattern & gt ; given , used shell wildcard restrict output matching branches . multiple	git-branch
524	Ruby interpreted scripting language quick easy object- oriented programming . many features process text files system management tasks ( like Perl ) . simple , straight-forward , extensible . want language easy object-oriented programming , n't like Perl ugliness , like concept LISP , n't like many parentheses , Ruby might language choice .	ruby
525	BundleWrap fills gap complex deployments using Chef Puppet old school system administration SSH . need know Python order use Bundlewrap , easily extend bundles using Python . config management systems rely client-server architecture , BundleWrap works repository cloned local machine . automates process SSHing servers making sure everything configured way 's supposed . wo n't install anything managed servers .	bw
526	salt-call command used run module functions locally minion instead executing master . Salt-call used run Standalone Minion , originally created troubleshooting . Salt Master contacted retrieve state files resources execution unless -- local option specified . NOTE : salt-call commands execute current user 's shell context , salt commands execute system 's default context .	salt-call
527	Git fast , scalable , distributed revision control system unusually rich command set provides high-level operations full access internals . See gittutorial ( 7 ) get started , see giteveryday ( 7 ) useful minimum set commands . Git User ’ Manual [ 1 ] in-depth introduction . mastered basic concepts , come back page learn commands Git offers .	git
528	jar tool combines multiple files single JAR archive file . jar general-purpose archiving compression tool , based ZIP ZLIB @ http : //www.gzip.org/zlib/ compression format . However , jar designed mainly package java applets applications single archive . components applet application ( files , images sounds ) combined single archive , downloaded java agent ( like browser ) single HTTP	jar
529	fc-cache scans font directories system builds font information cache files applications using fontconfig font handling . directory arguments given , fc-cache uses directory current font configuration . directory scanned font files readable FreeType . cache created contains properties font associated filename . cache used speed application startup using fontconfig library . Note fc-cache must executed per architecture generate font information	fc-cache
530	llvm-bcanalyzer command small utility analyzing bitcode files . tool reads bitcode file ( generated llvm-as tool ) produces statistical report contents bitcode file . tool also dump low level human readable version bitcode file . tool probably much interest utility except working directly bitcode file format . LLVM users ignore tool . filename omitted - , llvm-bcanalyzer reads input standard	llvm-bcanalyzer
531	Green Unicorn ( gunicorn ) HTTP/WSGI server designed serve fast clients sleepy applications . say ; behind buffering front- end server nginx lighttpd . * Optional support Eventlet Gevent provide asynchronous long-polling ( `` Comet '' ) connections . * Process management : Gunicorn reaps restarts workers die . * Easy integration Django Paster compatible applications ( Pylons , TurboGears	gunicorn
532	gitlab command line interface gitlab based gem gitlab . requires set environment variables ( see configuration ) . complete list supported CLI commands , see : & lt ; http : //www.rubydoc.info/gems/gitlab/Gitlab/Client & gt ; methods called command passing parameters commands parameters gitlab .	gitlab
533	fc-pattern parses pattern ( empty pattern default ) shows parsed result . -- config given , config substitution performed pattern displayed . -- default given , default substitution performed pattern displayed . elements specified , printed .	fc-pattern
534	mat2 removes metadata various fileformats . supports wide variety file formats , audio , office , images , â€¦ Careful , mat2 clean files in-place , instead , produce file word `` cleaned '' filename extension , example `` filename.cleaned.png '' file named `` filename.png '' .	mat2
535	Leiningen automating Clojure projects without setting hair fire . Working Clojure projects tools designed Java exercise frustration . Leiningen , write Clojure .	lein
536	Subversion version control system , allows keep old versions files directories ( usually source code ) , keep log , , changes occurred , etc. , like CVS , RCS SCCS . Subversion keeps single copy master sources . copy called source `` repository '' ; contains information permit extracting previous versions files time . information Subv	svn
537	Output NAME last non-slash component trailing slashes removed ; NAME contains / 's , output ' . ' ( meaning current directory ) . -z , -- zero end output line NUL , newline -- help display help exit -- version output version information exit	dirname
538	Nim Compiler Version 1.6.14 [ Linux : amd64 ] Compiled 2023-06-29 Copyright Â© 2006-2023 Andreas Rumpf : : nim command [ options ] [ projectfile ] [ arguments ] Command : compile , c compile project default code generator ( C ) r compile $ nimcache/projname , run [ arguments ] using backend specified ` -- backend ` ( default	nim
539	glances cross-platform curses-based monitoring tool aims present maximum information minimum space , ideally fit classical 80x24 terminal higher additional information . adapt dynamically displayed information depending terminal size . also work client/server mode . Remote monitoring could done via terminal web interface . glances written Python uses psutil library get information system .	glances
540	encrypt structured data file used Ansible . include group_vars/ host_vars/ inventory variables , variables loaded include_vars vars_files , variable files passed ansible-playbook command line -e @ file.yml -e @ file.json . Role variables defaults also included ! Ansible tasks , handlers , objects data , also encrypted vault . 'd like expose variables using , keep individual task file entirely	ansible-vault
541	manual page documents briefly helm command . helm program makes sounds synthesis	helm
542	clear clears terminal 's screen possible , including terminal 's scrollback buffer ( extended “ E3 ” capability defined ) . clear looks environment terminal type given environment variable TERM , terminfo database determine clear screen . clear writes standard output . redirect standard output file ( prevents clear actually clearing screen ) , later cat file screen , clearing	clear
543	Vstream collection utilities capturing reasonably high quality video v4l device ( specifically configured bttv ) . simultaneous audio track also captured . utility - xsv - viewer displaying captured streams real- time X windows .	xsv
544	collection programs drawing graphs . actually one main program ; specific layout algorithms implemented plugins . Thus , largely share command-line options . dot draws directed graphs . works well directed acyclic graphs graphs drawn hierarchies natural `` flow . '' neato draws undirected graphs using `` spring '' model reducing related energy ( see Kamada Kawai , Information Processing	fdp
545	comm utility shall read file1 file2 , ordered current collating sequence , produce three text columns output : lines file1 , lines file2 , lines files . lines files ordered according collating sequence current locale , results unspecified . collating sequence current locale total ordering characters ( see Base Definitions volume POSIX.1‐2017 , Section 7.3.2 , LC_COLLATE ) lines input	comm
546	Samtools set utilities manipulate alignments SAM ( Sequence Alignment/Map ) , BAM , CRAM formats . converts formats , sorting , merging indexing , retrieve reads regions swiftly . Samtools designed work stream . regards input file ` - ' standard input ( stdin ) output file ` - ' standard output ( stdout ) . Several commands thus combined	samtools
547	Image Settings : -alpha option , activate , , deactivate , set , opaque , copy transparent , extract , background , shape -authenticate value decrypt image password -background color background color -colorspace type alternate image colorspace -compose operator set image composite operator -compress type type pixel compression writing image -decipher filename convert cipher pixels plain pixels -define format :	compare
548	fd simple , fast user-friendly alternative find ( 1 ) . default fd uses regular expressions pattern . However , changed use simple glob patterns ' -- glob ' option .	fd
549	list files provided standard input , utility executed using supplied arguments change . entr waits child process finish responding subsequent file system events . TTY also opened entering watch loop order support interactive utilities . arguments follows : -a Respond events occur utility running . Without option , entr consolidates events order avoid looping . option effect conjunction -r flag	entr
550	Annotates line given file information commit introduced line . Optionally annotates given revision . difference command git-blame ( 1 ) use slightly different output formats , command exists backward compatibility support existing scripts , provide familiar command name people coming SCM systems .	git-annotate
551	Xev creates window asks X server send events whenever anything happens window ( moved , resized , typed , clicked , etc. ) . also attach existing window . useful seeing causes events occur display information contain ; essentially debugging development tool , needed normal usage .	xev
552	Copy file keeping git history . allows merge conflict handling .	git-cp
553	clang C , C++ , Objective-C compiler encompasses preprocessing , parsing , optimization , code generation , assembly , linking . Depending high-level mode setting passed , Clang stop full link . Clang highly integrated , important understand stages compilation , understand invoke . stages : Driver clang executable actually small driver controls overall execution tools compiler , assembler linker	clang
554	gem front end RubyGems , sophisticated package manager Ruby . basic help message containing pointers information . help : gem help commands list 'gem ' commands gem help examples show examples usage gem help & lt ; COMMAND & gt ; show help COMMAND ( e.g . 'gem help install ' ) information : http : //rubygems.org/	gem
555	patchwork draws clustered graphs using squarified treemap layout . input , takes graph dot format . cluster given area based areas specified clusters nodes contains . areas nodes empty clusters specified area attribute . default value 1 . root graph laid square . , recursively , region cluster graph partitioned among top-level nodes clusters , given roughly square subregion specified	patchwork
556	Deletes local remote tag named & lt ; tagname & gt ; .	git-delete-tag
557	Vi ( visual ) display oriented text editor based ex ( 1 ) . Ex vi run code ; possible get command mode ex within vi vice-versa . view command identical vi except files opened read- . vedit command also identical , sets options values useful novices . following options accepted : -c command +command Execute command editing begins .	view
558	manual page documents version 5.45 file command . file tests argument attempt classify . three sets tests , performed order : filesystem tests , magic tests , language tests . first test succeeds causes file type printed . type printed usually contain one words text ( file contains printing characters common control characters probably safe read ASCII terminal ) ,	file
559	calibredb is the command line interface to the calibre database.calibredb can be used to manipulate either a calibre database specified by path or a calibre Content server running either on the local machine or over the internet.	calibredb
560	MuseScore Free Open Source WYSIWYG cross-platform multi-lingual music composition notation software , released GNU General Public Licence ( GPLv2 ) . Running mscore without extra options launches full graphical MuseScore program opens files specified command line . options follows : -a | -- use-audio driver Use audio driver : one jack , alsa , portaudio , pulse -b | --	musescore
561	utility prints mail header lines invoker 's mailbox . following options available : -c print count messages exit . -f file supplied file examined instead invoker 's mailbox . -f option used , user argument used . Read standard input file name “ - ” given . -s sender mail addresses containing supplied string printed . user given , user	from
562	invoke GCC , normally preprocessing , compilation , assembly linking . `` overall options '' allow stop process intermediate stage . example , -c option says run linker . output consists object files output assembler . options passed one stages processing . options control preprocessor others compiler . Yet options control assembler linker ; documented , since rarely need use	gcc
563	Work seamlessly GitHub command line .	gh-config
564	Exit status code indicating success . -- help display help exit -- version output version information exit NOTE : shell may version true , usually supersedes version described . Please refer shell 's documentation details options supports .	true
565	hexdump utility filter displays specified files , standard input files specified , user-specified format .	hexdump
566	whereis locates binary , source manual files specified command names . supplied names first stripped leading pathname components . Prefixes s. resulting use source code control also dealt . whereis attempts locate desired program standard Linux places , places specified $ PATH $ MANPATH . search restrictions ( options -b , -m -s ) cumulative apply subsequent name patterns command	whereis
567	first operand unsigned decimal integer , shell shall treat operands conditions , shall reset condition default value . Otherwise , operands , first treated action remaining conditions . action '- ' , shell shall reset condition default value . action null ( `` '' ) , shell shall ignore specified condition arises . Otherwise , argument action shall read executed	trap
568	ncmpcpp ncurses client MPD ( Music Player Daemon ) , inspired ncmpc . Read MPD http : //www.musicpd.org	ncmpcpp
569	Rclone is a command-line program to manage files on cloud storage.  It is a feature-rich alternative to cloud vendors' web storage interfaces. Over 70 cloud storage products support rclone including S3 object stores, business & consumer file storage services, as well as standard transfer protocols. Rclone has powerful cloud equivalents to the unix commands rsync, cp, mv, mount, ls, ncdu, tree, rm, and cat.  Rclone's familiar syntax includes shell pipeline support, and --dry-run protection.	rclone
570	ping uses ICMP protocol 's mandatory ECHO_REQUEST datagram elicit ICMP ECHO_RESPONSE host gateway . ECHO_REQUEST datagrams ( “ pings ” ) IP ICMP header , followed struct timeval arbitrary number “ pad ” bytes used fill packet . ping works IPv4 IPv6 . Using one explicitly enforced specifying -4 -6. ping also send IPv6 Node Information Queries ( RFC4620 )	ping
571	WARNING : manual might outdated , please refer official documentation . Android Debug Bridge ( adb ) versatile command line tool lets communicate emulator instance connected Android-powered device . client-server program includes three components : • client , sends commands . client runs development machine . invoke client shell issuing adb command . Android tools DDMS also create adb clients	adb
572	Command goimports updates Go import lines , adding missing ones removing unreferenced ones .	goimports
573	ember client framework Worldforge . 's meant standalone game , instead purpose provide solid extensible base build game-specific clients . One goals ember allow easy customization codebase . Currently supports game world Mason .	ember
574	traceroute tracks route packets taken IP network way given host . utilizes IP protocol 's time live ( TTL ) field attempts elicit ICMP TIME_EXCEEDED response gateway along path host . traceroute6 equivalent traceroute -6 required parameter name IP address destination host . optional packet_len ` gth total size probing packet ( default 60 bytes IPv4 80 IPv6 ) .	traceroute
575	Write totally ordered list consistent partial ordering FILE . FILE , FILE - , read standard input . -- help display help exit -- version output version information exit	tsort
576	Watson tool aimed helping monitoring time . tell Watson start working project ` start ` command , stop timer 're done ` stop ` command .	watson
577	hping2 network tool able send custom TCP/IP packets display target replies like ping program ICMP replies . hping2 handle fragmentation , arbitrary packets body size used order transfer files encapsulated supported protocols . Using hping2 able perform least following stuff : - Test firewall rules - Advanced port scanning - Test net performance using different protocols , packet size ,	hping
578	debian/out/dexdump : error loading shared libraries : libsigchain.so.0 : open shared object file : file directory dexdump 13.0.0+r63-2 July 2023 DEXDUMP ( 1 ) | contact | sourceall manual pages copyrighted respective authors. < scr	dexdump
579	Flow , advanced reservoir simulator ECL-decks provided Open Porous Media project . Recognized options : -h , -- help Print help message exit -- help-all Print parameters , including obsolete , hidden deprecated ones . -- accelerator-mode=STRING Use GPU ( cusparseSolver openclSolver ) FPGA ( fpgaSolver ) linear solver , usag	flow
580	mongo interactive JavaScript shell interface MongoDB , provides powerful interface systems administrators well way developers test queries operations directly database . mongo also provides fully functional JavaScript environment use MongoDB . document addresses basic invocation mongo shell overview usage .	mongo
581	Nginx ( `` engine X '' ) high-performance web reverse proxy server created Igor Sysoev . used standalone web server proxy reduce load back-end HTTP mail servers .	nginx
582	direnv environment variable manager shell . knows hook bash , zsh fish shell load unload environment variables depending current directory . allows project-specific environment variables clutter `` ~/.profile '' file . prompt checks existence .envrc file current parent directories . file exists , loaded bash sub-shell exported variables captured direnv made available current shell , unset variables removed . direnv	direnv
583	Note : S-nail ( Mail ) see major changes v15.0 ( circa 2022 ) . backward incompatibilities avoided . COMMANDS change Shell-style argument quoting , shell metacharacters become ( ) meaningful . commands accept new syntax today via wysh ( Command modifiers ) . Behaviour flagged [ v15-compat ] [ v15-compat ] , setting v15-compat ( INTERNAL VARIABLES ) choose	mail
584	pathname given via command-line file via -- stdin , check whether file excluded .gitignore ( input files exclude mechanism ) output path excluded . default , tracked files shown since subject exclude rules ; see ‘ -- no-index ’ .	git-check-ignore
585	llc command compiles LLVM source inputs assembly language specified architecture . assembly language output passed native assembler linker generate native executable . choice architecture output assembly code automatically determined input file , unless -march option used override default .	llc
586	Verifies connectivity validity objects database .	git-fsck
587	Commands : build Build project build.zig init-exe Initialize ` zig build ` application cwd init-lib Initialize ` zig build ` library cwd ast-check Look simple compile errors set files build-exe Create executable source object files build-lib Create library source object files build-obj Create object source object files fmt Reformat Zig source canonical form run Create executable run immediately test Create	zig
588	counts number unpacked object files disk space consumed , help decide good time repack .	git-count-objects
589	Captures information user ’ machine , Git client , repository state , well form requesting information behavior user observed , single text file user share , example Git mailing list , order report observed bug . following information requested user : • Reproduction steps • Expected behavior • Actual behavior following information captured automatically : • git version -- build-options	git-bugreport
590	PlantUML used draw UML diagrams using simple human readable text description . Note graphviz required installed generation diagrams except sequence diagrams . files/directories given , processed batch mode . Otherwise , GUI window appears . allows user browse directories view diagrams generated suitable files ( must one following extensions : .txt , .tex , .java , .htm , .html ,	plantuml
591	knife is a command-line tool that provides an interface between a localchef-repo and the Chef server. knife helps users to manage Nodes Cookbooks and recipes Roles Stores of JSON data (data bags), including encrypted data Environments Cloud resources, including provisioning The installation of the chef-client on management workstations Searching of indexed data on the Chef server Knife subcommands knife bootstrap knife client knife configure knife cookbook knife cookbook site knife data bag knife delete knife deps knife diff knife download knife edit knife environment knife exec knife list knife node knife raw knife recipe list knife role knife search knife show knife ssh knife status knife tag knife upload knife user knife xargs	knife
592	Seq prints sequence numbers , one per line , first ( default 1 ) near last possible , increments incr ( default 1 ) . loop : ( val = min ; val & lt ; = max ; val += incr ) print val ; numbers interpreted floating point . Normally integer values printed decimal integers . options -fformat	seq
593	nop reads stream graphs prints pretty-printed ( canonical ) format stdout . files given , reads stdin .	nop
594	Steam ( http : //www.steampowered.com ) software content delivery system developed Valve software ( http : //www.valvesoftware.com ) . free software available , part content delivered non-free . Steam Console Client SteamCMD command-line version Steam client . primary use install update various dedicated servers available Steam using command-line interface .	steamcmd
595	gpg-zip encrypts signs files archive . gpg-ized tar using format used PGP 's PGP Zip .	gpg-zip
596	7-Zip file archiver highest compression ratio . program supports 7z ( implements LZMA compression algorithm ) , ZIP , CAB , ARJ , GZIP , BZIP2 , TAR , CPIO , RPM DEB formats . Compression ratio new 7z format 30-50 % better ratio ZIP format . 7za stand-alone executable . 7za handles less archive formats 7z , need others	7za
597	purpose debugger GDB allow see going `` inside '' another program executes -- another program moment crashed . GDB four main kinds things ( plus things support ) help catch bugs act : • Start program , specifying anything might affect behavior . • Make program stop specified conditions . • Examine happened , program stopped . • Change things	gdb
598	jupyter - obtain user-related paths for Jupyter	jupyter
599	monodevelop Free GNOME Development Environment	monodevelop
600	service must directory . runsv switches directory service starts ./run . ./run exits ./finish exists , runsv starts ./finish . ./finish n't exist ./finish exits , runsv restarts ./run . ./run ./finish exit immediately , runsv waits second starting ./finish restarting ./run . Two arguments given ./finish . first one ./run 's exit code , -1 ./run n't exit normally	runsv
601	pssh program executing ssh parallel number hosts . provides features sending input processes , passing password ssh , saving output files , timing . PSSH_NODENUM PSSH_HOST environment variables sent remote host . PSSH_NODENUM variable assigned unique number ssh connection , starting 0 counting . PSSH_HOST variable assigned name host specified hosts list . Note sshd drops environment variables default ,	pssh
602	Work seamlessly GitHub command line .	gh-browse
603	Accepts list channel operations . Performs one done first . multiple operations done immediately , one comes earlier array executed . clauses : Operations choose . See . nclauses : Number clauses . deadline : point time operation time , milliseconds . Use function get current point time . 0 means immediate timeout , i.e. , perform operation possible return	choose
604	manual page documents briefly csvtool command . manual page written Debian distribution original program manual page . Instead , documentation accessible -- help option . csvtool tool performing manipulations CSV files shell scripts .	csvtool
605	move/copy/link multiple files wildcard patterns pattern shell glob pattern , ` * ' stands number characters ` ? ' stands single character . Use # [ l|u ] N pattern get string matched Nth pattern wildcard [ lowercased|uppercased ] . Patterns quoted command line . -- help Print help exit -V , -- version Print version exit -h , --	mmv
606	manual page documents briefly kompose command . manual page written Debian distribution original program manual page . komposé fullscreen task manager KDE , similar MacOS X 's Exposé .	kompose
607	Newsboat RSS/Atom feed reader text terminals . RSS Atom number widely-used XML formats transmit , publish syndicate articles , example news blog articles . Newsboat designed used text terminals Unix Unix-like systems GNU/Linux , BSD macOS .	newsboat
608	default sendmail mode , msmtp reads mail standard input sends SMTP server delivery . server information mode , msmtp prints information SMTP server . Remote Message Queue Starting mode , msmtp sends Remote Message Queue Starting request host , domain , queue SMTP server .	msmtp
609	lua standalone Lua interpreter . loads executes Lua programs , either textual source form precompiled binary form . ( Precompiled binaries output luac , Lua compiler . ) lua used batch interpreter also interactively . handling options , Lua program file script loaded executed . args available script strings global table named arg also arguments main function . called without	lua
610	Perl officially stands Practical Extraction Report Language , except n't . Perl originally language optimized scanning arbitrary text files , extracting information text files , printing reports based information . quickly became good language many system management tasks . years , Perl grown general- purpose programming language . 's widely used everything quick `` one-liners '' full-scale application development .	perl
611	usage : apktool -advance , -- advanced prints advance information . -version , -- version prints version exits usage : apktool if|install-framework [ options ] & lt ; framework.apk & gt ; -p , -- frame-path & lt ; dir & gt ; Stores framework files & lt ; dir & gt ; . -t , -- tag & lt	apktool
612	wasm-objdump Print information contents wasm binaries . options follows : -- help Print help message -- version Print version information -h , -- headers Print headers -j , -- section=SECTION Select one section -s , -- full-contents Print raw section contents -d , -- disassemble Disassemble function bodies -- debug Print extra debug information -x , -- details Show section	wasm-objdump
613	Mandatory arguments : 1 ) php source code filename directory . comma-separated string 2 ) report format 3 ) ruleset filename comma-separated string rulesetfilenames Example : phpmd /path/to/source format ruleset Available formats : ansi , baseline , checkstyle , github , gitlab , html , json , sarif , text , xml . Available rulesets : cleancode , codesize ,	phpmd
614	Run Git command list repositories . arguments known options -- indicator used arguments Git subprocess . COMMAND EXPERIMENTAL . BEHAVIOR MAY CHANGE . example , could run maintenance list repositories stored maintenance.repo config variable using git for-each-repo -- config=maintenance.repo maintenance run run git -C & lt ; repo & gt ; maintenance run value & lt ; repo & gt	git-for-each-repo
615	CryFS encrypts files , safely store anywhere . goal CryFS keep file contents , also file sizes , metadata directory structure confidential . CryFS uses encrypted same-size blocks store files block 's relations another . blocks stored individual files base directory , synchronized cloud services Dropbox . blocks encrypted using random key , stored configuration file encrypted user 's passphrase	cryfs
616	program openconnect connects VPN servers use standard TLS/SSL , DTLS , ESP protocols data transport . originally written support Cisco `` AnyConnect '' VPN servers , since extended experimental support Juniper Network Connect ( -- protocol=nc ) , Junos/Ivanti Pulse VPN servers ( -- protocol=pulse ) , PAN GlobalProtect VPN servers ( -- protocol=gp ) , F5 Big-IP VPN servers	openconnect
617	manual page mere skeleton . LaTeX language described book LaTeX - Document Preparation System . LaTeX TeX macro package , modification TeX source program , capabilities described tex ( 1 ) present . LaTeX macros encourage writers think content documents , rather form . ideal , difficult realize , formatting commands ( like `` switch italic '' `` skip 2	latex
618	program builds VRT ( Virtual Dataset ) mosaic list input GDAL datasets . list input GDAL datasets specified end command line , put text file ( one filename per line ) long lists , MapServer tileindex ( see ref gdaltindex utility ) . later case , entries tile index added VRT . -separate , files goes separate band VRT dataset	gdalbuildvrt
619	Git Cola sleek powerful Git GUI .	git-cola
620	csslint program parses one CSS files , specified command line cssfile . prints various types output , depending upon options selected . useful detecting errors CSS code CSS parser . included libcroco . OPTIONS -- version Display version libcroco used . -- cssom parse CSS file build	csslint
621	Python interpreted , interactive , object-oriented programming language combines remarkable power clear syntax . introduction programming Python , see Python Tutorial . Python Library Reference documents built-in standard types , constants , functions modules . Finally , Python Reference Manual describes syntax semantics core language ( perhaps ) much detail . ( documents may located via INTERNET RESOURCES ; may	python
622	really simple TCP Git daemon normally listens port `` DEFAULT_GIT_PORT '' aka 9418 . waits connection asking service , serve service enabled . verifies directory magic file `` git-daemon-export-ok '' , refuse export Git directory ’ explicitly marked export way ( unless -- export-all parameter specified ) . pass directory paths git daemon arguments , offers limited repositories within directories	git-daemon
623	properties , value selected window font printed using supplied formatting information . formatting information supplied , internal defaults used . property defined selected window font , `` defined '' printed value property . property list given , properties possessed selected window font printed . window may selected one four ways . First , desired window root window , -root argument	xprop
624	Call unlink function remove specified FILE . -- help display help exit -- version output version information exit	unlink
625	Use git stash want record current state working directory index , want go back clean working directory . command saves local modifications away reverts working directory match HEAD commit . modifications stashed away command listed git stash list , inspected git stash show , restored ( potentially top different commit ) git stash apply . Calling git stash without arguments	git-stash
626	units program converts quantities expressed various systems measurement equivalents systems measurement . Like many similar programs , handle multiplicative scale changes . also handle nonlinear conversions Fahrenheit Celsius ; see Temperature Conversions . program also perform conversions sums units , converting meters feet plus inches . Fahrenheit Celsius linear , insist . . transformation linear ( x + ) =	units
627	powerstat measures power consumption computer battery power source supports RAPL ( Running Average Power Limit ) interface . output like vmstat also shows power consumption statistics . end run , powerstat calculate average , standard deviation , minimum , maximum geometic mean gathered data . Note running powerstat root provide extra information process fork ( 2 ) , exec (	powerstat
628	rbenv - Simple Ruby Version Management	rbenv
629	Hunspell library routines give user word-level linguistic functions : spell checking correction , stemming , morphological generation analysis item-and-arrangement style . optional C header contains C interface C++ library Hunspell_create Hunspell_destroy constructor destructor , extra HunHandle parameter ( allocated object ) wrapper functions ( see C header file hunspell.h ) . basic spelling functions , spell ( ) suggest (	hunspell
630	dc reverse-polish desk calculator supports unlimited precision arithmetic . also allows define call macros . Normally dc reads standard input ; command arguments given , filenames , dc reads executes contents files reading standard input . normal output standard output ; error output standard error . reverse-polish calculator stores numbers stack . Entering number pushes stack . Arithmetic operations pop	dc
631	Modifies index . file mentioned updated index unmerged needs updating state cleared . See also git-add ( 1 ) user-friendly way common operations index . way git update-index handles files told modified using various options :	git-update-index
632	rmdir utility shall remove directory entry specified dir operand . dir operand , rmdir utility shall perform actions equivalent rmdir ( ) function called dir operand argument . Directories shall processed order specified . directory subdirectory directory specified single invocation rmdir utility , application shall specify subdirectory parent directory parent directory empty rmdir utility tries remove .	rmdir
633	mongod is the primary daemon process for the MongoDB system. It handles data requests, manages data format, and performs background management operations.	mongod
634	Prepare non-merge commit `` patch '' one `` message '' per commit , formatted resemble UNIX mailbox . output command convenient e-mail submission use git . `` message '' generated command consists three parts : • brief metadata header begins & lt ; commit & gt ; fixed Mon Sep 17 00:00:00 2001 datestamp help programs like `` file (	git-format-patch
635	nudoku ncurses based sudoku game . Perfect relax little waste time console .	nudoku
636	jigsaw program loads image , carves jigsaw puzzle , shuffles , solves . image manipulates grabbed portion screen underlying window , system 's video input , random file disk , indicated grabDesktopImages , grabVideoFrames , chooseRandomImages options ~/.xscreensaver file ; see xscreensaver-settings ( 1 ) details .	jigsaw
637	Screen full-screen window manager multiplexes physical terminal several processes ( typically interactive shells ) . virtual terminal provides functions DEC VT100 terminal , addition , several control functions ISO 6429 ( ECMA 48 , ANSI X3.64 ) ISO 2022 standards ( e.g . insert/delete line support multiple character sets ) . scrollback history buffer virtual terminal copy-and-paste mechanism allows moving	screen
638	cmp utility shall compare two files . cmp utility shall write output files . default options , differ , shall write standard output byte line number first difference occurred . Bytes lines shall numbered beginning 1 .	cmp
639	tool generates various I/O patterns lets monitor I/O speed latency real time .	ioping
640	zmore command filter allows examination compressed plain text files one screenful time soft-copy terminal . zmore command works files compressed compress , pack gzip , also uncompressed files . file exist , zmore looks file name addition .gz , .z .Z suffix . zmore command normally pauses screenful , printing -- -- bottom screen . user types carriage return ,	zmore
641	Fix runs Go fix command packages named import paths . -fix flag sets comma-separated list fixes run . default known fixes . ( value passed ‘ go tool fix -r ’ . ) fix , see ‘ go doc cmd/fix ’ . specifying packages , see go-packages ( 7 ) . run fix options , run ‘ go tool fix	go-fix
642	-l produce long format output specified USERs -b omit user 's home directory shell long format -h omit user 's project file long format -p omit user 's plan file long format -s short format output , default -f omit line column headings short format -w omit user 's full name short format -i omit user 's full name remote	pinky
643	uuencode utility shall write encoded version named input file , standard input file specified , standard output . output shall encoded using one algorithms described STDOUT section shall include file access permission bits ( chmod octal symbolic notation ) input file decode_pathname , re-creation file another system conforms volume POSIX.1‐2017 .	uuencode
644	monodis program used dump contents ECMA/ISO CIL image ( contained .EXE files contain extended PE/COFF CIL code ) . roundtrip assemblies using ilasm , best use -- output argument , make monodis save embedded resources files later properly embedded back ilasm . Additionally , tool used dump contents various ECMA CIL metadata tables .	monodis
645	Electrum lightweight bitcoin client . Electrum protects losing bitcoins backup mistake computer failure . allows recovery wallet passphrase learn heart write paper . Since electrum download entire bitcoin block chain waiting time client started . -g GUI , -- gui=GUI Select user interface , possible values qt , lite , gtk text -w WALLET_PATH , -- wallet=WALLET_PATH Use wallet WALLET_PATH	electrum
646	synonym git-add ( 1 ) . Please refer documentation command .	git-stage
647	Print check SHA1 ( 160-bit ) checksums . FILE , FILE - , read standard input . -b , -- binary read binary mode -c , -- check read checksums FILEs check -- tag create BSD-style checksum -t , -- text read text mode ( default ) -z , -- zero end output line NUL , newline , disable file	sha1sum
648	sudo allows permitted user execute command superuser another user , specified security policy . invoking user 's real ( effective ) user-ID used determine user name query security policy . sudo supports plugin architecture security policies , auditing , input/output logging . Third parties develop distribute plugins work seamlessly sudo front-end . default security policy sudoers , configured via file	sudo
649	Removes latest commits .	git-undo
650	OpenSSL cryptography toolkit implementing Transport Layer Security ( TLS v1 ) network protocol , well related cryptography standards . openssl program command line tool using various cryptography functions openssl 's crypto library shell . pseudo-commands list-standard-commands , list-message-digest-commands , list-cipher-commands output list ( one entry per line ) names standard commands , message digest commands , cipher commands , respectively	openssl
651	rtmpdump tool dumping media content streamed RTMP . rtmpdump makes connection specified RTMP server plays media specified given url . url form rtmp [ ] [ e ] : //hostname [ : port ] [ /app [ /playpath ] ] Plain rtmp , well tunneled encrypted sessions supported .	rtmpdump
652	Vet runs Go vet command packages named import paths . vet flags , see 'go doc cmd/vet ' . specifying packages , see go-packages ( 7 ) . list checkers flags , see 'go tool vet help ' . details specific checker 'printf ' , see 'go tool vet help printf ' .	go-vet
653	ssh-add adds private key identities authentication agent , ssh-agent ( 1 ) . run without arguments , adds files ~/.ssh/id_rsa , ~/.ssh/id_ecdsa , ~/.ssh/id_ecdsa_sk , ~/.ssh/id_ed25519 , ~/.ssh/id_ed25519_sk , ~/.ssh/id_dsa . loading private key , ssh-add try load corresponding certificate information filename obtained appending -cert.pub name private key file . Alternative file names given command line . file requires passphrase	ssh-add
654	hashID tool written Python 3.x supports identification 210 unique hash types using regular expressions . able identify single hash , parse file read files directory identify hashes within . hashID also capable including corresponding hashcat mode and/or JohnTheRipper format output . Altough hashID written Python 3.x also work Python 2.7 .	hashid
